"","cyberDate","cyberTitle","cyberPrice","cyberCity","cyberDescriptive"
"1851",2018-04-18,"sonin x3","20","Santa Maria Maior, Transval","telefone muito robusto, tmn"
"1852",2018-04-17,"Vendo S5 Neo para peças","100","Estreito de Câmara de Lobos, Garachico","O ecrã está avariado e não quero arranjar, por ..."
"1853",2018-04-16,"iPhone 7 c\\\\\\\\seguro de 2 anos","650","São Pedro, Achada","Telemóvel semi novo, sem riscos, com capa protect..."
"1854",2018-04-12,"Vendo iphone 6","250","Ribeira Brava, Barreiro","Vendo iphone 6 ecra em boas condições não tem 1..."
"1855",2018-04-11,"Iphone 5S Vendo iPhone 5S, 16Gb, Branco e Cinza + Acessórios novos e Capa em Pele Original da Apple","250","Santo António, Madalenas","Vendo IPhone 5S, 16GB, branco e cinza, com os aces..."
"1856",2018-04-09,"Vendo Samsung J5 2016","150","Santo António, Chamorra","Vai com capa de proteção + cartão de memória +..."
"1857",2018-04-09,"Troco Xbox one com jogos","1","Funchal, Centro","Troco Xbox one com jogos , forza 6, horizon  2, di..."
"1858",2018-04-03,"iPhone SE space grey","250","Funchal, Centro","Vendo iPhone SE 250 ? negociáveis"
"1859",2018-04-02,"Huawei Y625-U21 - Vendo pecas","25","Caniço, Assomada","Vendo peças de Huawei Y625-U21 . Se procura algum..."
"1860",2018-03-31,"Mophie Juice Pack Air, Iphone 4 e 4s -  (Usado)","10","São Pedro, Centro","Mophie Juice Pack Air, Iphone 4 e 4s -  (Usado) 

..."
"1861",2018-03-28,"Samsung A8","430","São Martinho, Santo Amaro","Vendo Samsung A8 (2018) Usado mas em otimo estado,..."
"1862",2018-03-28,"LG G3 (D855) Tampa de Bateria Cinzenta -  (Como Nova)","10","São Pedro, Centro","LG G3 (D855) Tampa de Bateria Cinzenta -  (Como No..."
"1863",2018-03-28,"Iphone 6S Vendo iPhone 6S de 64GB na cor space gray","300","São Martinho, Piornais","Encontra-se em perfeito estado, adquirido na Fnac ..."
"1864",2018-03-27,"Sony ericsson Xperia active","60","Centro, Achada de Simão Alves","Vendo Sony Ericsson corria active telemóvel resis..."
"1865",2018-03-26,"Asus Zenfone 3 Max 5.2","140","Funchal, Centro","Smartphone Dual Sim
Memória Interna: 32GB
Memó..."
"1866",2018-03-26,"Samsung Galaxy Grand Neo, Protective Cover + (Como Nova)","10","São Pedro, Centro","Samsung Galaxy Grand Neo, Protective Cover + (Como..."
"1867",2018-03-25,"Nokia C3-00 (Vodafone) -  (Usado)","25","São Pedro, Centro","Nokia C3-00 (Vodafone) -  (Usado)

O Telemóvel ..."
"1868",2018-03-25,"Tv strong","100","Funchal, Centro","Vendo TV strong  cm utilização de 1/5 mes"
"1869",2018-03-24,"Módulo Display + touch Wiko Freddy","35","Caniço, Assomada","Módulo de Display + touch screen para telemóvel ..."
"1870",2018-03-24,"Módulo Display + touch Wiko Jerry","32","Caniço, Assomada","Módulo de Display e touch screen para telemóvel ..."
"1871",2018-03-23,"Samsung star","5","Santo António, &Aacute;lamos","Vendo Samsung Star para peças por 5 euros."
"1872",2018-03-23,"Lg","5","Santo António, &Aacute;lamos","Telemóvel para peças. Tem ecrã partido por dent..."
"1873",2018-03-22,"LG KE 790","30","Camacha, Centro","Tenho muito material para este telemovel."
"1874",2018-03-20,"Iphone 7plus 256 GB como novo!","700","&Aacute;gua de Pena, Queimada Cima","Iphone completamente novo, com capa e protetor de ..."
"1875",2018-03-18,"Iphone 5C Vendo iPhone 5c em bom ou estado aceito trocas...","130","São Pedro, Viveiros","Vendo IPhone 5c em bom estado vem com caixa carreg..."
"1876",2018-03-16,"Tampa Bateria Samsung Galaxy S5 Dourada","15","Caniço, Cancela","Tampa Bateria Samsung Galaxy S5 Dourada"
"1877",2018-03-16,"Tampa Bateria Samsung Galaxy S4 pele RARO","20","Caniço, Cancela","Tampa Bateria Samsung Galaxy S4 pele RARO"
"1878",2018-03-16,"Capa Flip Clear View Samsung Galaxy S6 Edge","15","Caniço, Cancela","Capa Flip Clear View Samsung Galaxy S6 Edge

NOV..."
"1879",2018-03-16,"Tampa Bateria Samsung Galaxy S4","10","Caniço, Cancela","Tampa Bateria Samsung Galaxy S4

NOVO"
"1880",2018-03-16,"R-SIM 10+ Nano Card Iphone 4S 5 5S 6 6+","20","Caniço, Cancela","R-SIM 10+ Nano Card 

Compativel com Iphone 4S 5..."
"1881",2018-03-14,"TELEMOVEIS LIVRES","10","São Gonçalo, Bom Sucesso","REMOÇÃO DE CONTAS , TELEMÓVEIS  LIVRE PARA TODA..."
"1882",2018-03-14,"Vertis 4011 You, Tampas de Bateria -  (Novas)","20","São Pedro, Centro","Vertis 4011 You, Tampas de Bateria -  (Novas) 

As..."
"1883",2018-03-12,"Nokia 9110 Communicator (Para Peças) -  (Usado)","30","São Pedro, Centro","Nokia 9110 Communicator (Para Peças) -  (Usado) ..."
"1884",2018-03-12,"Samsung GT-S5600V Vodafone -  (Usado)","25","São Pedro, Centro","Samsung GT-S5600V Vodafone -  (Usado) 

O Telemóv..."
"1885",2018-03-12,"Películas de Proteção de Ecrã -  (Novas)","4","São Pedro, Centro","Películas de Proteção de Ecrã -  (Novas) 

Pel..."
"1886",2018-03-11,"Samsung Galaxy J3 (2016) Dual Sim, Tampa Bateria (Azul) -  (Nova)","22","São Pedro, Centro","Samsung Galaxy J3 (2016) Dual Sim, Tampa Bateria (..."
"1887",2018-03-09,"ZTE Blade A512","50","São Martinho, Centro","Ecrã partido. A funcionar perfeitamente.
Bloquea..."
"1888",2018-03-08,"Wiko wax venda de peças","20","Caniço, Assomada","Disponível peças para telemóvel Wiko Wax. Se pr..."
"1889",2018-03-07,"Vidro tátil touch screen Wiko Jerry","15","Caniço, Assomada","Vidro tátil / touch screen para telemóvel Wiko J..."
"1890",2018-03-06,"Vendo","195","Machico, Marco","Vendo Samsung j5 dual sim 16 gb desbloqueado, usad..."
"1891",2018-03-05,"Adaptador av digital de 30 pinos da apple","25","Caniço, Centro","Vendo Adaptador AV digital de 30 pinos da Apple."
"1892",2018-03-05,"Carregadores nokia","3","Machico, Caramachão","Carregadores NOKIA a funcionar bem 3 euros em muit..."
"1893",2018-03-02,"3 capas para iphone 4 diesel","10","Funchal, Centro","3 capas de iPhone 4
2 rígidas da Marca Diesel us..."
"1894",2018-03-01,"Telecomunicações - Acessórios  Vários  -  (Novos e Usados)","1","São Pedro, Centro","Telecomunicações, Acessórios  Vários  -  (Novo..."
"1895",2018-02-26,"Samsung Galaxy Galaxy Prime G530, Capa de Proteção (Como Novo)","8","São Pedro, Centro","Samsung Galaxy Galaxy Prime G530, Capa de Proteç�..."
"1896",2018-02-26,"Sony Z5 Premium - Chrome","300","Funchal, Centro","Telemóvel Sony Z5 Premium Chrome

Tem uma marca..."
"1897",2018-02-26,"Vendo","35","Machico, Marco","Vendo Nokia x2 00 35?"
"1898",2018-02-26,"Vidro tátil touch screen Wiko Robby","16","Caniço, Assomada","Vidro tátil / touch screen para telemóvel Wiko R..."
"1899",2018-02-25,"Smart wach","30","Monte, Corujeira","vendo smart wach novo tem  cor  cinza ainda embala..."
"1900",2018-02-25,"Vendo varios","145","Machico, Marco","Vendo vários telemóveis e respetivos acessórios..."
"1901",2018-02-23,"Vendo huawei p9 32gb","200","Imaculado Coração de Maria, Caminho do Comboio","Boa tarde , vendo huawei p9 com 32 gbram , novo , ..."
"1902",2018-02-20,"S8ncomo nuevo","560","Estreito de Câmara de Lobos, Centro","Tem son1 mes de uso tem todo accesorios. Sin risco..."
"1903",2018-02-19,"Nokia Asha","35","Funchal, Centro","Vendo em bom estado"
"1904",2018-02-19,"Iphone 4S 32GB","200","Santa Cruz, Garajau","vendo um iphone 4s 32gb dq para todas as redes tem..."
"1905",2018-02-18,"Bateria Meo Smart A15  Li3716T42P3h565751-H","15","Caniço, Assomada","Bateria nova para telemóvel Meo Smart A15. 
 Dis..."
"1906",2018-02-18,"LG G5 H850 - 32GB - Prateado (Desbloqueado) Smartphone usado bom estado + Capa OtterBox Defender","250","Monte, Livramento","Mandem MP. Aqui fica a informação do modelo:

..."
"1907",2018-02-18,"Iphone 4S Vendo iPhone completamente novo","100","Machico, Serra D&Aacute;gua","Vendo iPhone completamente novo pouco uso sem nenh..."
"1908",2018-02-18,"Bateria samsung EB615268VU","18","Caniço, Assomada","Bareria Samsung EB615268VU nova,original para tele..."
"1909",2018-02-18,"Baterias samsung novas","15","Caniço, Assomada","Tenho disponíveis várias baterias novas para tel..."
"1910",2018-02-18,"Bateria samsung B600BC B600BE B600BU","20","Caniço, Assomada","Bateria original Samsung B600BC B600BE B600BU comp..."
"1911",2018-02-18,"Bateria nokia BLB-2   BLB2","15","Caniço, Assomada","Bateria original Nokia BLB-2. Compatível com vár..."
"1912",2018-02-18,"Bateria nokia BL-4C   BL4C","13","Caniço, Assomada","Bateria original Nokia BL-4C em blister. Disponív..."
"1913",2018-02-18,"Bateria lg  LGIP-A750   LGIPA750","14","Caniço, Assomada","Bateria original LG modelo LGIP-A750. Disponíveis..."
"1914",2018-02-18,"Bateria lg LGIP-550N   LGIP550N","10","Caniço, Assomada","Bateria original LGIP-550N para telemóveis LG. Di..."
"1915",2018-02-18,"Bateria iPhone 3GBateria para iPhone 3G","15","Caniço, Assomada","Bateria para telemovel iPhone 3G. Disponíveis bat..."
"1916",2018-02-18,"Bateria iPhone 3GSBateria iPhone 3GS","15","Caniço, Assomada","Bateria para iPhone 3GS. Disponíveis para outros ..."
"1917",2018-02-18,"capas galaxy s4","20","Funchal, Centro","Vendo conjunto de 10 capas para galaxy s4, algumas..."
"1918",2018-02-16,"Varios acessorios para telemoveis etc","10","Santa Cruz, Santa Cruz","varios acessorios para telemoveis etc"
"1919",2018-02-16,"Galaxy S5","70","Funchal, Centro","Vendo Samsung galaxy S5 esta a ligar pode ver nas ..."
"1920",2018-02-16,"P9 lite  besbloqueado a todas as redes do mundo como novo acabado ré reparar ecrã com capa protetora","190","&Aacute;gua de Pena, Matur","P9 lite desbloqueado a todas as redes do mundo com..."
"1921",2018-02-15,"telemovel samsumg","25","Funchal, Centro","vendo telemovel da samsumg rede vodafone em bom es..."
"1922",2018-02-15,"Asus Zenfone Live 5","185","São Pedro, Achada","Vendo Asus com acessórios (sem auriculares), caix..."
"1923",2018-02-14,"Bateria telemovel sapo A5","10","Caniço, Assomada","Bateria nova e original para telemovel SAPO A5 / Z..."
"1924",2018-02-14,"Bateria lg BL-53YH","15","Caniço, Assomada","Bateria LG BL-53YH para telemovel. Compatível com..."
"1925",2018-02-14,"Bateria motorola BF5X original","16","Caniço, Assomada","Bateria Motorola BF5X nova,original. Disponíveis ..."
"1926",2018-02-14,"Vidro tátil   touch lg L65  D280 branco","14","Caniço, Assomada","Vidro tátil / touch screen para telemovel LG Opti..."
"1927",2018-02-14,"Smarphone vodafone","20","São Gonçalo, Palheiro Golf","Vendo smarphone da Vodafone com sistema Android em..."
"1928",2018-02-14,"Flex samsung D880","7","Caniço, Assomada","Flex para telemovel Sansung D880. Disponíveis par..."
"1929",2018-02-14,"Vidro tátil   touch screen samsung galaxy core GT-I8262","14","Caniço, Assomada","Vidro tátil / touch screen para telemovel Samsung..."
"1930",2018-02-14,"Capa iphone 4 ou 4S","6","Funchal, Centro","Vendo capa em silicone para iphone 4 ou 4s. Ligar ..."
"1931",2018-02-13,"Samsung galaxy J5 2016","150","Funchal, Centro","Vendo Samsung Galaxy J5 2016 em excelente estado, ..."
"1932",2018-02-12,"Bateria iphone 5","20","Ponta Delgada, Pico","Vendo Bateria iphone 5. Preço fixo. Tlm 966655518"
"1933",2018-02-11,"Baterias lg novas","15","Caniço, Assomada","Tenho disponível baterias para telemóveis LG O P..."
"1934",2018-02-11,"Baterias motorola novas","15","Caniço, Assomada","Tenho disponível baterias novas para telemóveis ..."
"1935",2018-02-11,"Baterias huawei novas","15","Caniço, Assomada","Baterias novas para Huawei O PREÇO VARIA CONSOANT..."
"1936",2018-02-11,"Display + touch wiko ridge fab 4G","40","Caniço, Assomada","Módulo de Display + touch para telemovel Wiko Rig..."
"1937",2018-02-11,"Telemóvel sagem VS2 da vodafone","8","Funchal, Centro","Vendo SAGEM VS2 da Vodafone, um telemóvel muito r..."
"1938",2018-02-11,"Telemóvel sagem vodafone 526","12","Funchal, Centro","Vendo Sagem Vodafone 526, um telemóvel muito prá..."
"1939",2018-02-11,"sony","30","Camacha, Centro","impecavel"
"1940",2018-02-11,"Compro smartphone","5","Estreito de Câmara de Lobos, Igreja","Compro smartphone até 5 Euros."
"1941",2018-02-09,"LG G3 (D855) ? Capa Com Tampa de Bateria Dourada (Usado)","20","São Pedro, Centro","LG G3 (D855) ? Capa Com Tampa de Bateria Dourada (..."
"1942",2018-02-09,"Adaptador micro usb para iphone","2","Imaculado Coração de Maria, Viveiros","Adaptador micro usb para iPhone 8 pin
2.50euros c..."
"1943",2018-02-07,"Vidro tátil   touch screen wiko lenny 3","19","Caniço, Assomada","Vidro tátil / touch screen para telemovel Wiko Le..."
"1944",2018-02-07,"Pelicula Protectora Nokia 5230","3","Santo António, Santa Rita","Pelicula protectora compativel com o Nokia 5230."
"1945",2018-02-06,"Capa iphone 5  nova","10","Santa Cruz, Garajau","Olá a todos,
Estou a vender uma capa do iphone 5..."
"1946",2018-02-05,"Ficha micro usb huawei P8   P8 lite","4","Caniço, Assomada","Ficha micro usb / conector de carga para telemovel..."
"1947",2018-02-05,"Capa Para J5 2016","5","Machico, Nóia","Vendo capa completamente nova nunca usada para J5 ..."
"1948",2018-02-04,"Bluetooth Para Capacetes De PR","40","Santa Cruz, Santa Cruz","Se vc conduz motocíclo ou clomotor instale este d..."
"1949",2018-02-04,"Relógio de pulso+telefone dual","50","Santa Cruz, Santa Cruz","Tenho relógio com telefone 2 cartões livre de re..."
"1950",2018-02-04,"Vendo este telefone 2 cartões livres de redes, relógio de pulso ao mesmo tempo Pode fazer fotos e gravar videos","50","Santa Cruz, Santa Cruz","Novo em caixa. Acompanha bluetooth o qual será em..."
"1951",2018-02-03,"Acessórios para telemóveis samsung","10","Funchal, Centro","Vendo acessórios para telemóveis Samsung GT-S707..."
"1952",2018-02-03,"Bateria lg LGIP-580A para telemóveis","12","Funchal, Centro","Vendo bateria li-ion da LG LGIP-580A de 3,7V - 100..."
"1953",2018-02-03,"Acessórios para telemóveis siemens benq","12","Funchal, Centro","Vendo conjunto de acessórios para telemóveis Sie..."
"1954",2018-02-03,"Carregador micro usb para isqueiro de viatura","6","Funchal, Centro","Vendo carregador micro USB para isqueiro de viatur..."
"1955",2018-02-02,"Capa S8","8","Imaculado Coração de Maria, Caminho do Comboio","Nova, mandei vir uma e mandaram-me duas."
"1956",2018-02-02,"Película de vidro S8","5","Imaculado Coração de Maria, Caminho do Comboio","Uso no meu, é muito boa, cobre na totalidade o ec..."
"1957",2018-02-02,"Baterias blackberry  novas","15","Caniço, Assomada","Tenho vários modelos de baterias para Blackberry,..."
"1958",2018-02-02,"Bluetooth MÃos Livres Para VeÍ","20","Santa Cruz, Santa Cruz","Este dispositivo é espectacular, ficará devéras..."
"1959",2018-02-01,"Nokia 5320 xpress music","15","Funchal, Centro","Em a caixa original. E todos os acessórios. Não ..."
"1960",2018-02-01,"Vidro tátil   touch wiko darknight","17","Caniço, Assomada","Vidro tátil / touch screen para telemovel Wiko Da..."
"1961",2018-01-31,"Bateria tmn   meo smart A18","13","Caniço, Assomada","Bateria para telemovel Tmn / Meo Smart A18. Dispon..."
"1962",2018-01-29,"Capa samsung S3 em bambu","5","Funchal, Centro","Vendo capa em bambu para Samsung Galaxy S3 impecá..."
"1963",2018-01-28,"Samsung Galaxy Young S6310","5","Santo António, Pilar","Vendo Proteção + pen e pelicula para o telemóve..."
"1964",2018-01-27,"capa silicone nokia asha 501","5","Funchal, Centro","usada mas em bom estado, em preto"
"1965",2018-01-27,"Capa Para Samsung Galaxy S4","5","Machico, Nóia","Vendo Capa para Samsung Galaxy S4 completamente no..."
"1966",2018-01-27,"Capa para asus FONEPAD7","30","Machico, Nóia","Vendo Capa para ASUS Fonepad7, em ótimo estado a ..."
"1967",2018-01-27,"Capa gel bq aquaris","5","Sé, Ilhéus","Capa de gel BQ Aquaris A4.5/M4.5 
Nova, 1 mês us..."
"1968",2018-01-27,"Capa iphone 4","5","Caniço, Centro","capa com proteçao de borracha preta e transparent..."
"1969",2018-01-27,"Vidro tátil   touch wiko cink bloom","17","Caniço, Assomada","Vidro tátil / touch screen para telemovel Wiko Ci..."
"1970",2018-01-27,"Vidro tátil   touch wiko cink slim","17","Caniço, Assomada","Vidro tátil / touch screen para telemovel Wiko Ci..."
"1971",2018-01-27,"Vidro tátil   touch wiko cink king","17","Caniço, Assomada","Vidro tátil / touch screen para telemovel Wiko Ci..."
"1972",2018-01-27,"Vidro tátil   touch wiko cink five","17","Caniço, Assomada","Vidro tátil / touch screen para telemovel Wiko Ci..."
"1973",2018-01-27,"Display E Touch / Tatil Wiko","20","Caniço, Assomada","Tenho disponivel display e touch para os telemovei..."
"1974",2018-01-27,"Touch / Tactil Wiko","25","Caniço, Assomada","Tenho disversos touch para telemoveis da marca Wik..."
"1975",2018-01-27,"Vidro tátil   touch wiko cink peax","18","Caniço, Assomada","Vidro tátil / touch screen para telemovel Wiko Ci..."
"1976",2018-01-27,"Vidro tátil   touch screen wiko cink peax   peax 2","18","Caniço, Assomada","Vidro tátil / touch screen para telemovel Wiko Ci..."
"1977",2018-01-27,"carregador nokia","4","Câmara de Lobos, Ponte dos Frades","carregador nokia usado em perfeito funcionamento"
"1978",2018-01-27,"capa samsung galaxy GT-S5839I","5","Câmara de Lobos, Ponte dos Frades","capa original samsung nova  + capa silicone usada...."
"1979",2018-01-27,"carregador telemovel android/nokia auto","5","Câmara de Lobos, Ponte dos Frades","carregador 12v para auto para android com adaptado..."
"1980",2018-01-26,"ZTE mobile desbloqueado a todas as redes a funcionar  perfeitamente  apenas tem de ter carregador de bateria pois o conector de baixo esta estragado","20","&Aacute;gua de Pena, Matur","ZTE mobile a funcionar com câmara androide  desbl..."
"1981",2018-01-20,"Vendo LG G2","70","Santa Cruz, Terça de Cima","Boas. Vendo LG G2 em muito bom estado. Foi sempre ..."
"1982",2018-01-19,"Bateria telemóvel Huawei Honor 4C","18","Caniço, Assomada","Bateria nova para telemóvel Huawei Honor 4C. Disp..."
"1983",2018-01-15,"iPhone preto mate 32g","450","Machico, Igreja","Como novo epenas 1 mes de uso e com garantia na ap..."
"1984",2018-01-14,"Huawei G6608 Vodafone (Como Novo)","30","São Pedro, Centro","Huawei G6608 Vodafone (Como Novo) 

O Telemóvel e..."
"1985",2018-01-13,"Iphone 4S iPhone 4s com iOS 6.1.3 (MUITO RARO)","200","São Martinho, Santa Rita","Boas vendo iphone 4s com ios 6.1.3 e com caixa, ma..."
"1986",2018-01-10,"iPhone 7 32g","500","Machico, Igreja","Como novo"
"1987",2018-01-06,"Lcd   display doogee DG300","35","Caniço, Assomada","Display para telemovel Doogee DG300 . Disponíveis..."
"1988",2018-01-06,"Lcd   display meo smart A65","18","Caniço, Assomada","LCD / Display para telemovel MEO Smart A65. Dispon..."
"1989",2018-01-06,"Lcd   display lg optimus L90 D405 , D410 , D415","18","Caniço, Assomada","Display pR telemovel LG Optimus L90 , D405 , D410 ..."
"1990",2018-01-06,"Lcd   display lg optimus L5 ii E450 E455 E460","18","Caniço, Assomada","LCD / Display LG Optimus L5 II E450 , E455 , E460...."
"1991",2018-01-03,"Iphone 6 Peças","1","Funchal, Centro","iPhone 6 para peças. O ecrã, a bateria, a mother..."
"1992",2017-12-31,"Vários tipo de carregadores 5e cada","5","São Martinho, Santa Rita","Boas, vendo vendo vários tipos de carregadores ca..."
"1993",2017-12-29,"Vidro temperado para Sony xperia Z3  frente","5","Funchal, Centro","Vendo vidro temperado para Sony Xperia Z3 (frente)..."
"1994",2017-12-27,"Display   lcd prestígio PSP3502 duo","38","Caniço, Assomada","Display / LCD para telemovel Prestigio PSP3502 DUO..."
"1995",2017-12-27,"Display   lcd meo smart A12","15","Caniço, Assomada","Display / LCD para telemovel, MEO Smart A12. Dispo..."
"1996",2017-12-27,"Vidro tátil samsung galaxy S4 mini GT-I9190 , GT-I9192 , GT-I9195","10","Caniço, Assomada","Vidro tátil para telemovel Samsung Galaxy S4 mini..."
"1997",2017-12-27,"Vidro tátil   touch screen samsung galaxy J1 SM-J100","15","Caniço, Assomada","Vidro tátil / touch screen para telemovel Samsung..."
"1998",2017-12-27,"Vidro tátil   touch screen samsung note 2 N7100 , N7102 , N7105","15","Caniço, Assomada","Vidro tátil para telemovel Samsung Note 2 modelos..."
"1999",2017-12-27,"Vidro tátil   touch screen samsung galaxy core plus SM-G350 , SM-G350E , SM-G3500","10","Caniço, Assomada","Vidro tátil / touch screen para telemovel Samsung..."
"2000",2017-12-11,"Galaxy S6 edge 32GB ","290","Sé, Centro","Samsung Galaxy S6 Edge 32gb dourado! Bom estado. T..."
"2001",2017-12-11,"Nokia 7110 ","50","Santa Maria Maior, Bela Vista","Vendo Nokia 7110, pelo melhor pre&ccedil;o."
"2002",2017-12-07,"939 ","8","Caniço, Assomada","Fita flex de extencao para poder testar os m&oacut..."
"2003",2017-12-07,"Baterias iphone novas ","15","Caniço, Assomada","Tenho baterias novas para iPhone,O PRE&Ccedil;O VA..."
"2004",2017-12-07,"937 ","18","Caniço, Assomada","LCD / Display iPhone 3GS. Dispon&iacute;veis para ..."
"2005",2017-12-07,"Cabo usb para iphone compatível com os modelos 3 , 3GS , 4 , 4S ","8","Caniço, Assomada","Cabo USB para iPhone compat&iacute;vel os modelos ..."
"2006",2017-12-07,"Display ecrã iphone ipad ","35","Caniço, Assomada","Tenho dispon&iacute;veis displays para os seguinte..."
"2007",2017-12-07,"Baterias sciphone novas ","15","Caniço, Assomada","Tenho dispon&iacute;vel baterias para r&eacute;pli..."
"2008",2017-12-07,"Baterias originais novas nokia BL-5C ","3","Faial, Igreja","Vendo 3 baterias originais Nokia BL-5C rigorosamen..."
"2009",2017-12-07,"Touch táctil iphone ","15","Caniço, Assomada","Tenho dispon&iacute;vel Touch / t&aacute;ctil para..."
"2010",2017-12-02,"Bateria Sony ericsson EP500 ","10","Caniço, Assomada","Bateria Sony Ericsson EP500. Compat&iacute;vel com..."
"2011",2017-12-02,"Vidro tátil   touch Sony xperia j , ST26I ","14","Caniço, Assomada","Vidro t&aacute;til , touch screen para telemovel S..."
"2012",2017-12-02,"Display + touch Sony xperia z ","42","Caniço, Assomada","M&oacute;dulo de Display + touch + aro  Sony Xperi..."
"2013",2017-12-02,"Baterias sonyericsson Sony ","15","Caniço, Assomada","Tenho dispon&iacute;vel baterias novas para telem&..."
"2014",2017-12-02,"Display + touch Sony xperia Z3 ","40","Caniço, Assomada","M&oacute;dulo de Display + touch para telemovel So..."
"2015",2017-12-02,"Display + touch Sony xperia M4 ","40","Caniço, Assomada","M&oacute;dulo de Display + touch para telemovel So..."
"2016",2017-12-02,"Touch táctil sonyericsson Sony ","20","Caniço, Assomada","Tenho dispon&iacute;vel Touch / t&aacute;ctil para..."
"2017",2017-12-02,"Display ecrã Sony sonyericsson ","1","Caniço, Assomada","Tenho diversos displays para telem&oacute;veis Son..."
"2018",2017-12-02,"Display Sony xperia M2 D2302 , D2303 , D2305 , D2306 ","19","Caniço, Assomada","Display para telemovel Sony Xperia M2  compat&iacu..."
"2019",2017-12-02,"Vidro tátil   touch Sony xperia go ","15","Caniço, Assomada","Vidro t&aacute;til / touch screen para telemovel S..."
"2020",2017-12-01,"Vidro tátil   touch screen samsung galaxy y  S5360 ","8","Caniço, Assomada","Vidro t&aacute;til / touch screen para telemovel S..."
"2021",2017-12-01,"Vidro tátil   touch screen samsung galaxy young S6310 ","13","Caniço, Assomada","Vidro t&aacute;til / touch screen para telemovel S..."
"2022",2017-12-01,"Vidro nokia xpress music 5310 ","3","Caniço, Assomada","Vidro para telemovel Nokia Xpress Music 5310.  Dis..."
"2023",2017-12-01,"Bateria Alcatel CAB30B4000C1 ","12","Caniço, Assomada","Bateria original Alcatel CAB30B4000C1 compat&iacut..."
"2024",2017-12-01,"Vidro nokia lumia 925 ","8","Caniço, Assomada","Vidro Nokia Lumia 925 . Dispon&iacute;veis para ou..."
"2025",2017-12-01,"Vidro tátil samsung galaxy S3 GT-I9300 , GT-I9305 ","10","Caniço, Assomada","Vidro t&aacute;til para telemovel Samsung Galaxy S..."
"2026",2017-12-01,"Vidro tátil   touch screen ML-S818A-FPC samsung I9500 ","22","Caniço, Assomada","Vidro t&aacute;til / touch screen ML-S818A-FPC V3 ..."
"2027",2017-12-01,"Vidro tátil   touch screen samsung galaxy ace plus S7500 ","10","Caniço, Assomada","Vidro t&aacute;til / touch screen para telemovel S..."
"2028",2017-12-01,"Vidro tátil   touch nokia lumia 820 ","13","Caniço, Assomada","Vidro t&aacute;til / touch screen para telemovel N..."
"2029",2017-12-01,"Display + touch nokia lumia 530  RM-1017 ","35","Caniço, Assomada","Display + touch para telemovel Nokia Lumia 530 , R..."
"2030",2017-12-01,"Vidro tátil   touch screen samsung galaxy fame S6810 ","10","Caniço, Assomada","Vidro t&aacute;til / touch screen para telemovel S..."
"2031",2017-12-01,"Vidro tátil   touch screen samsung monte S5620 ","9","Caniço, Assomada","Vidro t&aacute;til / touch screen para telemovel S..."
"2032",2017-12-01,"Vidro tátil   touch screen samsung galaxy ace style SM-G310 , SM-G313 ","12","Caniço, Assomada","Vidro t&aacute;til / touch screen para telemovel S..."
"2033",2017-12-01,"Bateria samsung AB533640BE ","15","Caniço, Assomada","Bateria original Samsung AB533640BE  compat&iacute..."
"2034",2017-12-01,"Vidro tátil samsung galaxy express GT-I8730 ","10","Caniço, Assomada","Vidro t&aacute;til para telemovel Samsung Galaxy E..."
"2035",2017-12-01,"Carregador huawei 5V 400MAH ","6","Caniço, Assomada","Carregador Huawei 5V 400mAh , compat&iacute;vel co..."
"2036",2017-12-01,"SGH-Z560 ","40","Caniço, Assomada","Telemovel Samsung 3G com videochamada SGH-Z560 , o..."
"2037",2017-12-01,"Vidro tátil   touch nokia N97 mini ","12","Caniço, Assomada","Vidro t&aacute;til / touch screen para telemovel N..."
"2038",2017-12-01,"Vidro tátil   touch screen samsung galaxy grand neo plus GT-I9060I   ds ","20","Caniço, Assomada","Vidro t&aacute;til / touch screen para telemovel S..."
"2039",2017-12-01,"Vidro tátil   touch nokia xpress music 5230 ","6","Caniço, Assomada","Vidro t&aacute;til / touch screen para telemovel N..."
"2040",2017-12-01,"Carregador Sony ericsson CST-13 ","10","Caniço, Assomada","Carregador original Sony Ericsson CST-13 compat&ia..."
"2041",2017-12-01,"Bateria samsung AB463446BU ","10","Caniço, Assomada","Bateria Samsung AB463446BU niva,original compat&ia..."
"2042",2017-12-01,"Bateria samsung EB-BG900BBC ","20","Caniço, Assomada","Bateria Samsung EB-BG900BBC nova original compat&i..."
"2043",2017-12-01,"Bateria samsung EB-BG903BBE ","28","Caniço, Assomada","Bateria Samsung EB-BG903BBE compat&iacute;vel com ..."
"2044",2017-12-01,"Bateria samsung AB483640BU ","14","Caniço, Assomada","Bateria original Samsung AB483640BU. Compat&iacute..."
"2045",2017-12-01,"Vidro tátil samsung galaxy S5 GT-I9600 , SM-G900 ","10","Caniço, Assomada","Vidro t&aacute;til para telemovel Samsung Galaxy S..."
"2046",2017-12-01,"Vidro tátil   touch screen samsung galaxy core plus SM-G350E ","10","Caniço, Assomada","Vidro t&aacute;til / touch screen para telemovel S..."
"2047",2017-12-01,"Vidro tátil   touch screen samsung galaxy ace stile SM-G310 ","15","Caniço, Assomada","Vidro t&aacute;til / touch screen para telemovel S..."
"2048",2017-12-01,"Vidro tátil   touch screen samsung galaxy trend GT-S7560 , GT-S7562 ","13","Caniço, Assomada","Vidro t&aacute;til / touch screen para telemovel S..."
